work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,Executive,Full-Time,Data Scientist,127467,GB,Onsite,GB,Medium
2023,Senior,Full-Time,Data Engineer,80000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,65000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,124740,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,65488,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Analyst,72200,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Analyst,64980,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,153600,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,106800,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Analyst,179975,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Analyst,86466,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,120000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,90000,US,Onsite,US,Medium
2023,Mid-Level,Full-Time,Data Analyst,51039,GB,Onsite,GB,Medium
2023,Mid-Level,Full-Time,Data Analyst,42533,GB,Onsite,GB,Medium
2023,Senior,Full-Time,Data Scientist,149076,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,82365,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Analyst,169000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Analyst,110600,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,175000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,120000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Analyst,230000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Analyst,180000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Analyst,153600,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Analyst,106800,US,Onsite,US,Medium
2023,Senior,Full-Time,Other,140000,US,Onsite,US,Medium
2023,Senior,Full-Time,Other,120000,US,Onsite,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,205920,US,Onsite,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,171600,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Analyst,165000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Analyst,125000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,265000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,185000,US,Onsite,US,Medium
2023,Mid-Level,Full-Time,Machine Learning Engineer,130000,US,Onsite,US,Medium
2022,Entry-Level,Full-Time,Data Scientist,168000,US,Fully Remote,US,Medium
2023,Mid-Level,Full-Time,AI Engineer,38631,ES,Hybrid,ES,Large
2023,Senior,Full-Time,Data Analyst,95000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Analyst,85500,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,147100,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,90700,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,167580,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,87980,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,202000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,135000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,163800,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,126000,US,Onsite,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,163800,US,Onsite,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,126000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,104000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,65000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,AI Engineer,230000,US,Onsite,US,Medium
2023,Senior,Full-Time,AI Engineer,148000,US,Onsite,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,269000,CA,Fully Remote,CA,Medium
2023,Senior,Full-Time,Machine Learning Engineer,158000,CA,Fully Remote,CA,Medium
2023,Senior,Full-Time,Data Engineer,197000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,106000,US,Onsite,US,Medium
2023,Mid-Level,Full-Time,AI Engineer,150000,US,Fully Remote,US,Medium
2023,Mid-Level,Full-Time,AI Engineer,100000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,290000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,210000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,192000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,172800,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,300240,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,200160,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,300240,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,200160,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,175000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,140000,US,Onsite,US,Medium
2023,Senior,Full-Time,Other,169000,US,Onsite,US,Medium
2023,Senior,Full-Time,Other,100000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,370000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,245000,US,Onsite,US,Medium
2023,Mid-Level,Full-Time,Data Engineer,115447,GB,Fully Remote,GB,Large
2023,Senior,Full-Time,Data Analyst,110000,US,Fully Remote,US,Small
2023,Senior,Full-Time,Data Analyst,80000,US,Fully Remote,US,Small
2023,Entry-Level,Full-Time,Data Analyst,55000,US,Onsite,US,Medium
2023,Entry-Level,Full-Time,Data Analyst,48000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Analyst,95000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Analyst,85000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,137500,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,81500,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,323300,US,Onsite,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,184700,US,Onsite,US,Medium
2021,Mid-Level,Full-Time,AI Engineer,30000,GH,Onsite,GH,Small
2023,Senior,Full-Time,Machine Learning Engineer,186000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,153088,US,Fully Remote,US,Medium
2023,Mid-Level,Full-Time,Data Engineer,190000,US,Fully Remote,US,Medium
2023,Mid-Level,Full-Time,Data Engineer,160000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,200000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,150000,US,Fully Remote,US,Medium
2023,Mid-Level,Full-Time,Data Engineer,190000,US,Onsite,US,Medium
2023,Mid-Level,Full-Time,Data Engineer,183310,US,Onsite,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,240000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,180000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,200000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,150000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Scientist,299500,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,245100,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,144000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,66000,US,Fully Remote,US,Medium
2023,Mid-Level,Full-Time,Machine Learning Engineer,148500,US,Onsite,US,Medium
2023,Mid-Level,Full-Time,Machine Learning Engineer,126277,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Architect,228000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Architect,120000,US,Onsite,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,180000,US,Onsite,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,90000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,126500,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,78000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,180000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,160000,US,Onsite,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,272000,US,Onsite,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,170000,US,Onsite,US,Medium
2023,Mid-Level,Full-Time,Data Analyst,80000,US,Onsite,US,Medium
2023,Mid-Level,Full-Time,Data Analyst,60000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,259000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,146000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,200000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,160000,US,Onsite,US,Medium
2023,Executive,Full-Time,Data Engineer,310000,US,Fully Remote,US,Medium
2023,Executive,Full-Time,Data Engineer,239000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Analyst,142000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Analyst,95000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Scientist,155000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,139500,US,Onsite,US,Medium
2023,Mid-Level,Full-Time,Data Engineer,140000,US,Fully Remote,US,Medium
2023,Mid-Level,Full-Time,Data Engineer,120000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,259000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,146000,US,Fully Remote,US,Medium
2023,Mid-Level,Full-Time,Data Analyst,109371,HR,Onsite,HR,Medium
2023,Mid-Level,Full-Time,Data Analyst,72914,HR,Onsite,HR,Medium
2023,Entry-Level,Part-Time,Data Analyst,17779,PL,Fully Remote,IN,Large
2023,Entry-Level,Full-Time,Data Scientist,19522,BR,Fully Remote,BR,Large
2023,Senior,Full-Time,Data Scientist,247500,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,172200,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,225000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,156400,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,139500,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,109400,US,Onsite,US,Medium
2023,Mid-Level,Full-Time,Data Engineer,125000,US,Onsite,US,Medium
2023,Mid-Level,Full-Time,Data Engineer,90000,US,Onsite,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,107309,FR,Fully Remote,FR,Medium
2023,Senior,Full-Time,Machine Learning Engineer,75116,FR,Fully Remote,FR,Medium
2023,Senior,Full-Time,Data Scientist,185900,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,129300,US,Onsite,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,139500,US,Onsite,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,109400,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Analyst,120000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Analyst,75000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Analyst,169000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Analyst,110600,US,Onsite,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,288000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,140000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,288000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,140000,US,Fully Remote,US,Medium
2023,Mid-Level,Full-Time,Data Engineer,120000,US,Onsite,US,Medium
2023,Mid-Level,Full-Time,Data Engineer,90000,US,Onsite,US,Medium
2023,Mid-Level,Full-Time,Data Scientist,72914,GB,Onsite,GB,Medium
2023,Mid-Level,Full-Time,Data Scientist,60761,GB,Onsite,GB,Medium
2023,Senior,Full-Time,Data Scientist,215050,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Scientist,156400,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Architect,198000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Architect,114000,US,Fully Remote,US,Medium
2023,Entry-Level,Full-Time,Data Analyst,75000,US,Fully Remote,US,Medium
2023,Entry-Level,Full-Time,Data Analyst,60000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,204500,US,Onsite,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,142200,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,209300,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Scientist,182200,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Other,140000,US,Onsite,US,Medium
2023,Senior,Full-Time,Other,120000,US,Onsite,US,Medium
2022,Entry-Level,Full-Time,Data Scientist,85000,US,Onsite,US,Medium
2023,Mid-Level,Full-Time,Machine Learning Engineer,48609,GB,Fully Remote,GB,Medium
2023,Entry-Level,Full-Time,AI Engineer,120000,GB,Fully Remote,GB,Medium
2023,Entry-Level,Full-Time,AI Engineer,60000,GB,Fully Remote,GB,Medium
2023,Senior,Full-Time,Machine Learning Engineer,147100,US,Onsite,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,90700,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,230000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,170000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Analyst,227000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Analyst,108000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,180000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,160000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Architect,180000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Architect,160000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,180000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,130000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Analyst,55800,ES,Fully Remote,ES,Medium
2023,Senior,Full-Time,Data Analyst,51508,ES,Fully Remote,ES,Medium
2023,Entry-Level,Full-Time,Data Analyst,60000,US,Fully Remote,US,Large
2023,Entry-Level,Full-Time,Data Analyst,50000,KW,Hybrid,US,Large
2023,Senior,Full-Time,Data Engineer,226700,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,133300,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,252000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,129000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Architect,151902,GB,Fully Remote,GB,Large
2023,Entry-Level,Full-Time,Data Scientist,9727,IN,Onsite,IN,Large
2023,Senior,Full-Time,Data Analyst,80000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Analyst,52500,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,250000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,162500,US,Fully Remote,US,Medium
2023,Entry-Level,Full-Time,Data Analyst,85000,US,Fully Remote,US,Medium
2023,Entry-Level,Full-Time,Data Analyst,75000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Analyst,153600,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Analyst,106800,US,Onsite,US,Medium
2023,Mid-Level,Full-Time,Data Analyst,165000,US,Onsite,US,Medium
2023,Mid-Level,Full-Time,Data Analyst,124000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Analyst,115934,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Analyst,81666,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,167580,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,87980,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,250000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,63000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,AI Engineer,253750,ES,Onsite,ES,Medium
2023,Senior,Full-Time,AI Engineer,169200,ES,Onsite,ES,Medium
2023,Senior,Full-Time,AI Engineer,253750,ES,Onsite,ES,Medium
2023,Senior,Full-Time,AI Engineer,169200,ES,Onsite,ES,Medium
2023,Mid-Level,Full-Time,Data Scientist,170000,US,Onsite,US,Medium
2023,Mid-Level,Full-Time,Data Scientist,120000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,124740,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,65488,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,213580,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,163625,US,Fully Remote,US,Medium
2023,Entry-Level,Full-Time,Data Engineer,12000,VN,Onsite,VN,Large
2022,Senior,Full-Time,Machine Learning Engineer,375000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,101943,IE,Fully Remote,IE,Medium
2023,Mid-Level,Full-Time,Data Analyst,16414,IN,Fully Remote,IN,Large
2023,Senior,Full-Time,Machine Learning Engineer,220000,US,Onsite,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,170000,US,Onsite,US,Medium
2023,Executive,Full-Time,Data Engineer,235000,US,Onsite,US,Medium
2023,Executive,Full-Time,Data Engineer,210000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Architect,180000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Architect,115000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Architect,200000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Architect,115000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Scientist,231250,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Scientist,138750,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,284310,US,Onsite,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,153090,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,160000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,75000,US,Fully Remote,US,Medium
2023,Mid-Level,Full-Time,Data Analyst,125000,US,Onsite,US,Medium
2023,Mid-Level,Full-Time,Data Analyst,105000,US,Onsite,US,Medium
2023,Mid-Level,Full-Time,Data Analyst,109371,GB,Onsite,GB,Medium
2023,Mid-Level,Full-Time,Data Analyst,85066,GB,Onsite,GB,Medium
2023,Entry-Level,Full-Time,Data Analyst,55000,US,Onsite,US,Medium
2023,Entry-Level,Full-Time,Data Analyst,48000,US,Onsite,US,Medium
2023,Entry-Level,Full-Time,Data Analyst,100000,US,Hybrid,US,Medium
2023,Senior,Full-Time,Data Scientist,225900,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,156400,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,250000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,162500,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,318300,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,188800,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Analyst,385000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Analyst,60000,US,Onsite,US,Medium
2023,Mid-Level,Full-Time,Data Analyst,110000,US,Fully Remote,US,Medium
2023,Mid-Level,Full-Time,Data Analyst,95000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Scientist,145000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Scientist,135000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Analyst,180180,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Analyst,106020,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Analyst,93919,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Analyst,51962,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,241871,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,133832,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,170000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Scientist,90000,US,Fully Remote,US,Medium
2023,Executive,Full-Time,Data Engineer,210914,US,Fully Remote,US,Medium
2023,Executive,Full-Time,Data Engineer,116704,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Analyst,192500,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Analyst,140000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Scientist,149076,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,82365,US,Onsite,US,Medium
2023,Mid-Level,Full-Time,Machine Learning Engineer,36000,MX,Fully Remote,MX,Small
2023,Senior,Full-Time,Data Scientist,175000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,148750,US,Onsite,US,Medium
2023,Senior,Full-Time,AI Engineer,370000,US,Onsite,US,Medium
2023,Senior,Full-Time,AI Engineer,200000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,235000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Scientist,185000,US,Fully Remote,US,Medium
2023,Mid-Level,Full-Time,Machine Learning Engineer,121523,GB,Onsite,GB,Medium
2023,Mid-Level,Full-Time,Machine Learning Engineer,97218,GB,Onsite,GB,Medium
2023,Senior,Full-Time,Data Scientist,216100,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,140800,US,Onsite,US,Medium
2023,Mid-Level,Full-Time,Machine Learning Engineer,145828,GB,Onsite,GB,Medium
2023,Mid-Level,Full-Time,Machine Learning Engineer,121523,GB,Onsite,GB,Medium
2023,Senior,Full-Time,AI Engineer,53654,NL,Fully Remote,CA,Large
2023,Entry-Level,Full-Time,Data Scientist,110000,US,Hybrid,US,Small
2023,Senior,Full-Time,Data Engineer,128000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,81500,US,Onsite,US,Medium
2023,Mid-Level,Full-Time,Data Engineer,66837,GB,Fully Remote,GB,Medium
2023,Mid-Level,Full-Time,Data Engineer,63192,GB,Fully Remote,GB,Medium
2023,Mid-Level,Full-Time,Data Analyst,60761,GB,Onsite,GB,Medium
2023,Mid-Level,Full-Time,Data Analyst,54685,GB,Onsite,GB,Medium
2023,Executive,Full-Time,Data Engineer,284000,US,Fully Remote,US,Medium
2023,Executive,Full-Time,Data Engineer,236000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,AI Engineer,248100,CA,Onsite,CA,Medium
2023,Senior,Full-Time,AI Engineer,145900,CA,Onsite,CA,Medium
2023,Senior,Full-Time,AI Engineer,155850,US,Onsite,US,Medium
2023,Senior,Full-Time,AI Engineer,102544,US,Onsite,US,Medium
2023,Mid-Level,Full-Time,Data Scientist,151410,US,Fully Remote,US,Medium
2023,Mid-Level,Full-Time,Data Scientist,115360,US,Fully Remote,US,Medium
2023,Mid-Level,Full-Time,Data Engineer,66531,ES,Fully Remote,ES,Medium
2023,Mid-Level,Full-Time,Data Engineer,59020,ES,Fully Remote,ES,Medium
2023,Senior,Full-Time,Data Scientist,125686,CA,Hybrid,CA,Medium
2023,Senior,Full-Time,Data Engineer,100000,NL,Hybrid,NL,Large
2023,Entry-Level,Full-Time,Data Scientist,12767,IN,Hybrid,IN,Large
2023,Senior,Full-Time,Data Scientist,250000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,162500,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,185000,GB,Onsite,GB,Medium
2023,Senior,Full-Time,Data Scientist,120250,GB,Onsite,GB,Medium
2023,Entry-Level,Full-Time,Data Engineer,26827,DE,Fully Remote,DE,Large
2022,Entry-Level,Full-Time,Data Scientist,180000,US,Fully Remote,US,Medium
2023,Mid-Level,Full-Time,AI Engineer,85000,US,Onsite,US,Medium
2023,Mid-Level,Full-Time,AI Engineer,70000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Analyst,135000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Analyst,100000,US,Fully Remote,US,Medium
2023,Executive,Full-Time,Data Analyst,155000,US,Onsite,US,Medium
2023,Executive,Full-Time,Data Analyst,140000,US,Onsite,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,204500,US,Onsite,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,142200,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,226700,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,133300,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,225000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Scientist,156400,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,163800,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,126000,US,Onsite,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,163800,US,Onsite,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,126000,US,Onsite,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,220000,US,Onsite,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,150000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,145000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,115000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Analyst,204500,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Analyst,138900,US,Onsite,US,Medium
2023,Mid-Level,Full-Time,Data Engineer,162500,US,Onsite,US,Medium
2023,Mid-Level,Full-Time,Data Engineer,130000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,150000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,107000,US,Fully Remote,US,Medium
2023,Executive,Full-Time,Data Engineer,175000,US,Onsite,US,Medium
2023,Executive,Full-Time,Data Engineer,110000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,226700,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,133300,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,252000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,129000,US,Onsite,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,150000,US,Onsite,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,125000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,252000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,129000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,225000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,156400,US,Onsite,US,Medium
2022,Mid-Level,Full-Time,AI Engineer,23000,IN,Fully Remote,IN,Large
2023,Mid-Level,Full-Time,Machine Learning Engineer,110000,US,Fully Remote,US,Large
2023,Senior,Full-Time,Data Engineer,265000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,182750,US,Fully Remote,US,Medium
2023,Mid-Level,Full-Time,Data Analyst,130000,US,Onsite,US,Medium
2023,Mid-Level,Full-Time,Data Analyst,100000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Analyst,153600,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Analyst,106800,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,137500,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,81500,US,Onsite,US,Medium
2023,Executive,Full-Time,Data Scientist,314100,US,Onsite,US,Medium
2023,Executive,Full-Time,Data Scientist,195800,US,Onsite,US,Medium
2023,Senior,Full-Time,AI Engineer,205000,US,Onsite,US,Medium
2023,Senior,Full-Time,AI Engineer,180000,US,Onsite,US,Medium
